144,29,11,91
145,55,55,275
146,88,74,398
147,87,71,387
148,93,43,315
149,91,38,296
150,53,43,235
151,66,40,252
152,26,30,142
153,9,93,297
154,95,16,238
155,52,98,398
156,63,71,339
157,0,86,258
158,33,67,267
159,13,52,182
160,63,79,363
161,50,87,361
162,82,54,326
163,12,46,162
164,16,38,146
165,0,88,264
166,50,33,199
167,77,56,322
168,44,26,166
169,33,74,288
170,29,39,175
171,31,4,74
172,53,26,184
173,33,22,132
174,90,16,228
175,45,97,381
176,96,36,300
177,50,96,388
178,76,48,296
179,95,21,253
180,35,69,277
181,90,1,183
182,50,11,133
183,45,98,384
184,78,16,204
185,31,95,347
186,79,96,446
187,98,8,220
188,14,2,34
189,11,60,202
190,98,92,472
191,45,26,168
192,91,84,434
193,56,87,373
194,96,94,474
195,86,80,412
196,98,97,487
197,41,65,277
198,5,27,91
199,16,29,119
200,13,39,143
201,81,1,165
202,15,14,72
203,67,15,179
204,82,18,218
205,90,76,408
206,83,59,343
207,54,72,324
208,39,93,357
209,69,72,354
210,81,25,237
211,53,79,343
212,92,31,277
213,73,88,410
214,69,91,411
215,52,55,269
216,27,11,87
217,74,24,220
218,41,90,352
219,4,12,44
220,6,36,120
221,26,49,199
222,96,31,285
223,26,64,244
224,26,0,52
225,52,96,392
226,93,31,279
227,13,34,128
228,98,6,214
229,31,83,311
230,9,70,228
231,71,11,175
232,46,13,131
233,45,26,168
234,16,18,86
235,56,25,187
236,66,33,231
237,99,0,198
238,49,66,296
239,94,35,293
240,2,38,118
241,69,83,387
242,88,72,392
243,97,63,383
244,80,44,292
245,84,1,171
246,80,30,250
247,96,60,372
248,42,34,186
249,28,94,338
250,37,31,167
251,49,14,140
252,35,28,154
253,56,43,241
254,32,28,148
255,19,29,125
256,31,11,95
257,87,4,186
258,81,97,453
259,61,52,278
260,58,51,269
261,54,31,201
262,61,18,176
263,88,84,428
264,24,19,105
265,96,18,246
266,35,65,265
267,31,2,68
268,55,51,263
269,79,80,398
270,46,62,278
271,94,77,419
272,52,12,140
273,18,20,96
274,88,95,461
275,51,17,153
276,29,42,184
277,37,1,77
278,0,34,102
279,53,26,184
280,72,31,237
281,16,83,281
282,41,59,259
283,16,7,53
284,56,65,307
285,94,56,356
286,87,73,393
287,92,15,229
288,19,8,62
289,26,1,55
290,22,75,269
291,82,92,440
292,50,22,166
293,92,36,292
294,87,61,357
295,40,25,155
296,68,33,235
297,92,33,283
298,24,21,111
299,71,90,412
300,59,43,247
301,58,25,191
302,57,76,342
303,54,27,189
304,3,66,204
305,18,46,174
306,3,99,303
307,64,35,233
308,69,49,285
309,47,1,97
310,37,84,326
311,87,83,423
312,10,90,290
313,1,5,17
314,46,35,197
315,53,73,325
316,89,38,292
317,67,65,329
318,58,83,365
319,49,60,278
320,38,59,253
321,63,48,270
322,48,75,321
323,81,78,396
324,97,65,389
325,47,61,277
326,48,17,147
327,22,77,275
328,57,16,162
329,31,19,119
330,16,98,326
331,35,58,244
332,60,18,174
333,91,7,203
334,29,74,280
335,29,77,289
336,69,30,228
337,46,74,314
338,76,58,326
339,27,53,213
340,6,68,216
341,89,53,337
342,65,50,280
343,77,11,187
344,49,95,383
345,63,16,174
346,83,80,406
347,89,23,247
348,76,96,440
349,92,73,403
350,41,48,226
351,71,88,406
352,63,11,159
353,62,43,253
354,86,29,259
355,41,1,85
356,52,49,251
357,72,17,195
358,70,96,428
359,34,68,272
360,79,99,455
361,12,36,132
362,26,53,211
363,85,78,404
364,32,62,250
365,43,79,323
366,6,95,297
367,70,98,434
368,40,4,92
369,13,73,245
370,91,94,464
371,96,98,486
372,30,83,309
373,36,14,114
374,27,37,165
375,82,29,251
376,82,5,179
377,4,79,245
378,43,62,272
379,0,41,123
380,23,26,124
381,90,68,384
382,96,89,459
383,26,90,322
384,71,79,379
385,84,36,276
386,91,62,368
387,31,71,275
388,66,32,228
389,13,17,77
390,56,77,343
391,99,77,429
392,45,11,123
393,39,39,195
394,52,18,158
395,89,15,223
396,7,71,227
397,2,81,247
398,40,78,314
399,78,34,258
400,60,18,174
401,53,47,247
402,90,88,444
403,63,49,273
404,98,87,457
405,57,89,381
406,15,18,84
407,1,49,149
408,96,8,216
409,0,33,99
410,50,55,265
411,39,5,93
412,93,76,414
413,60,80,360
414,61,98,416
415,0,4,12
416,88,97,467
417,97,18,248
418,94,14,230
419,32,49,211
420,51,43,231
421,52,69,311
422,23,48,190
423,70,85,395
424,10,17,71
425,12,48,168
426,77,38,268
427,55,68,314
428,46,45,227
429,28,1,59
430,87,36,282
431,23,58,220
432,29,26,136
433,9,7,39
434,18,50,186
435,48,83,345
436,65,78,364
437,42,94,366
438,95,4,202
439,62,95,409
440,52,70,314
441,71,49,289
442,94,43,317
443,85,83,419
444,28,58,230
445,62,99,421
446,40,21,143
447,18,59,213
448,97,89,461
449,23,57,217
450,36,41,195
451,25,11,83
452,79,18,212
453,77,41,277
454,59,91,391
455,14,29,115
456,57,67,315
457,70,77,371
458,99,43,327
459,4,14,50
460,70,77,371
461,27,7,75
462,7,4,26
463,26,76,280
464,16,79,269
465,50,79,337
466,71,98,436
467,56,44,244
468,35,5,85
469,23,45,181
470,28,66,254
471,65,28,214
472,40,91,353
473,53,72,322
474,64,78,362
475,44,70,298
476,82,20,224
477,41,40,202
478,8,17,67
479,24,80,288
480,95,58,364
481,9,38,132
482,76,84,404
483,45,93,369
484,86,72,388
485,15,2,36
486,75,69,357
487,62,11,157
488,10,77,251
489,40,18,134
490,50,80,340
491,79,8,182
492,88,59,353
493,31,1,65
494,77,94,436
495,5,72,226
496,97,22,260
497,5,86,268
498,47,14,136
499,68,30,226
500,96,77,423
